profitable:JJ	লাভজনক
zoom:VV	অতিশয় বেগে ও খাড়াভাবে বিমান উপরে উঠানো
washer:NN	ধৌত করার যন্ত্র
washer:NN	ধৌতকারক বস্তু
washer:NN	ওয়াশার
windlass:NN	চরকি কল
yellowish:JJ	কিঞ্চিৎ পীত
wheeze:VV	সাঁসাঁ করে নিঃশ্বাস ফেলা
whistle:NN	বাঁশি
whistle:NN	হুইসল
whistle:NN	শিস
whistle:NN	হুইসলের শব্দ
widely:RB	বহুদূর ব্যাপিয়া
widely:RB	অত্যধিক মাত্রায়
wretchedness:NN	হীনাবস্থা
wretchedness:NN	দুর্ভাগ্য
yellow-fever:NN	পীতজ্বর
wiseacre:NN	পন্ডিত-মুর্খ
wee:JJ	পুচকে
wee:JJ	অতিক্ষুদ্র
weak:JJ	কোমল
ye:PP	তোমরা
ye:PP	আপনারা
windy:JJ	ঝড়ো
windy:JJ	বাগাড়ম্বরপূর্ণূ
windy:JJ	অংহকারী
wilt:MD	ধূর্ত
wilt:MD	শঠ
yea:NN	হ্যাঁ
vocal:JJ	স্বর-সংক্রান্ত
vocal:JJ	স্বরযুক্ত
vocal:JJ	কন্ঠ্য
wilful:JJ	একগুয়ে
wilful:JJ	ইচ্ছাকৃত
ward:NN	প্রহরা
ward:NN	রক্ষণাবেক্ষন
visualize:VV	দৃষ্টিগোচর করানো
visualize:VV	সুস্পষ্টভাবে উদ্ভাসিত করানো
weasel:NN	নেউল
weasel:NN	বেজি জাতীয় জন্তু
vivacious:JJ	জীবন্ত
vivacious:JJ	প্রাণবন্ত
vivacious:JJ	প্রাণময়
vivacious:JJ	উৎফুল্ল
waif:NN	বেওয়ারিশ মাল
waif:NN	ভবঘুরে
waif:NN	পরিত্যক্ত গৃহহীন শিশু
woebegone:JJ	বিষাদমলিন
woebegone:JJ	দুঃখজনক
watt:NN	বিদ্যুৎশক্তির একক বা মান
womb:NN	গর্ভ
womb:NN	জরায়ু
womb:NN	গভীর
womb:NN	গহ্বর
whether:IN	যা
whether:IN	যাহা
vociferous:JJ	কোলাহলপূর্ণ
vociferous:JJ	গলাবাজ
which:WDT	কোনটি
which:WDT	কোনগুলো
which:WDT	যেটি
which:WDT	যেগুলো
which:WDT	যাহা
wildly:RB	বন্যভাবে
wildly:RB	দুর্দান্তভাবে
waver:VV	তরঙ্গায়িত করা
waver:VV	ঢেউ খেলানো
word-play:JJ	বুদ্ধিদীপ্ত তর্কাদি
vogue:NN	কেতা
vogue:NN	ফ্যাশন
vitate:VV	দূষিত করা
vitate:VV	বাতিল করা
wallaby:NN	ক্ষুদ্র ক্যাঙ্গারু বিশেষ
wealthy:JJ	ধনী
wealthy:JJ	সম্পদশালী
viz:NN	উদাহরণস্বরূপ
viz:NN	যথা
worshipper:NN	পূজারী
worshipper:NN	ভক্ত
weft:NN	পড়েন
weft:NN	কাপড়ের পড়েনের সূতা
warm:JJ	ঈষদুষ্ণ
warm:JJ	অল্প গরম
warm:JJ	আন্তরিক
witness:NN	প্রমাণ
witness:NN	সাক্ষ্য
zion:NP	জেরুজালেমের গিরি
waffle:NN	বকবক করা
vital:JJ	জীবন সম্বন্ধীয়
vital:JJ	সঞ্জীবনী
vital:JJ	প্রয়োজনীয়
whinny:NN	হ্রেষাধ্বনি
weigh:VV	ওজন করা
weigh:VV	ওজন হওয়া
weigh:VV	ওজনে সমান হওয়া
wrappern:NP	আলোয়ান
wrappern:NP	সংবাদপত্রদির মোড়ক বিশেষ
zend-avesta:NP	প্রাচীন পারস্যের ধর্মপুস্তক
zoological:JJ	প্রাণিতত্ত্বসম্বন্ধীয়
warbler:NN	গায়ক
warbler:NN	গায়ক পাখি
virulence:NN	তীব্রতা
virulence:NN	উগ্রতা
wonder:NN	বিস্ময়
wonder:NN	বিস্ময়কর
wonder:NN	বস্তু
vitalize:VV	সতেজ করা
vitalize:VV	প্রাণবন্ত করা
yarn:NN	বুনা সুতা
yarn:NN	পাকানো সুতা
wrath:NN	গভীর ক্রোধ
wrath:NN	রাগ
wrath:NN	কোপ
whither:NN	কোথায়
whither:NN	যেখানে
x-rays:NNS	এক্স-রশ্মি
x-rays:NNS	রঞ্জনরশ্মি
wage-earmer:JJ	মজুর
wage-earmer:JJ	যে ব্যক্তি বেতন বা মজুরির বিনিময়ে খাটে
wage-earmer:JJ	শ্রমিক
wait:VV	বিলম্ব করা
whitlow:NN	আঙুল-হাড়া রোগ
wavelength:NN	তরঙ্গদৈর্ঘ্য
waste:NN	পতিত
waste:NN	অকেজো
waste:NN	আবর্জনা
war-cloud:JJ	আসন্ন যুদ্ধের আভাস
war-cloud:JJ	যুদ্ধাশঙ্কা
wire-work:JJ	তারের জাল
virile:JJ	পুরুষোচিত
virile:JJ	বীর্যবান
wintry:JJ	ঝড়ো
wintry:JJ	শীতকালীন
wistfully:RB	সতৃষ্ণভাবে
young:JJ	অল্পবয়স্ক
young:JJ	তরুণ
virus:NN	সংক্রামক রোগের অদৃশ্য জীবানু বিশেষ
wrestle:VV	কুস্তি করা
wet:JJ	ভিজা
wet:JJ	সিক্ত
whiff:NN	বাতাসের ঝাপটা
warble:JJ	গলা কাঁপিয়ে গান করা
welter:VV	ধূলায় গড়াগড়ি দেওয়া
yeast:NN	গাজলাবিশেষ
weekday:NN	কার্যদিন
wistful:JJ	সতৃষ্ণ
w:NP	ইংরেজি বর্ণমালার ত্রয়োবিংশ অক্ষর
weather:NN	আবহওয়া
weather:NN	জলবায়ু
vindicatory:NN	সমর্থনকারী
withless:JJ	বুদ্ধিহীন
withless:JJ	নির্বোধ
yelk:VV	চিৎকার করা
yelk:VV	আর্তনাদ করা
yeomanry:NN	জোতদার সমপ্রাদায়
vociferate:VV	চিৎকার করা
vociferate:VV	শোরগোল করা
vulcanize:VV	তাপ দিয়ে গন্ধকের সাথে সংযুক্ত করা
viscid:JJ	চটচটে
viscid:JJ	আঠালো
waistcoat:NN	ওয়েস্টকোট
waistcoat:NN	ফতুয়াবিশেষ
wane:VV	হ্রাস পাওয়া
wane:VV	ক্রমশ ক্ষীণ হওয়া
weaving:VVG	বুনন শিল্প
volatile:JJ	উদ্বায়ী
volatile:JJ	যাহা দ্রুত উবিয়া যায়
volatile:JJ	চঞ্চল
what:WP	কি
what:WP	কী
what:WP	যা
what:WP	যেমন
vocative:JJ	সম্বোধন পদাত্মক
waiting-maid:NN	পরিচারিকা
youngster:NN	বালক
youngster:NN	ছোকরা
waiver:NN	স্বত্বত্যাগ
waiver:NN	দাবি ত্যাগ
would:MD	হবু
would:MD	ভাবী
without:IN	(সীমার বাইরে
without:IN	বিনা
without:IN	ছাড়া
visage:NN	মুখ
yet:RB	তখনও
walkie-talkie:NN	বহনসাধ্য বেতার টেলিফোন যন্ত্র
web-footed:JJ	লিপ্তপাদ
web-footed:JJ	জোড়া-পা বিশিষ্ট
zinc:NN	দস্তা
wield:VV	পরিচালনা করা
wield:VV	প্রভাব বিস্তার করা
wretched:JJ	চরম দুর্দশাগ্রস্ত
wretched:JJ	হতভাগ্য দুঃখজনক
wantonly:RB	যথেচ্ছাপূর্বক
wantonly:RB	উদ্দেশ্যহীনভাবে
would-be:JJ	হবু
would-be:JJ	ভাবী
vision:NN	দর্শন
vision:NN	দৃষ্টিশক্তি
vision:NN	কল্পনাশক্তি
zulu:NN	জুলু
winner:NN	বিজয়ী
winner:NN	বিজেতা
winner:NN	প্রতিযোগিতায় জয়ী
whosoever:WP	যেকেহ
yolk:NN	ডিম্বের পীতাংশ
wall:NN	দেওয়াল
wall:NN	পাঁচিল
wall:NN	প্রাচীরগাত্র
voice:VV	মতপ্রকাশ করা
violin:NN	বেহালা
worthy:JJ	যোগ্য
worthy:JJ	উপযুক্ত
worthy:JJ	মূল্যবান
y:NP	ইংরেজি বর্ণমালার পঞ্চবিংশ বর্ণ
zip:NN	বাতাসের মধ্য দিয়ে গুলি ছুটার শব্দের মত শব্দ
vinous:JJ	মদ্যসম্বন্ধীয়
vinous:JJ	মদিরাসদৃশ্য
violent:JJ	তীব্র
violent:JJ	প্রচন্ড
violent:JJ	উগ্র
whisk:VV	দ্রুতবেগে যাওয়া
weave:VV	বয়ন করা
weave:VV	বোনা
warning:NN	বিপদসঙ্গেত
warning:NN	সাবধানবাণী
witticism:NN	সরস উক্তি
witticism:NN	তামাশা
wart:NN	আঁচিল
wart:NN	জডুল
yearlong:JJ	এক বর্ষব্যাপী
votary:JJ	ব্রতী
votary:JJ	ভক্ত
warfare:NN	যুদ্ধবিগ্রহ
warfare:NN	সংগ্রাম
warfare:NN	সংগ্রামরত অবস্থা
yesterday:NN	গত দিবস
weep:VV	কাঁদা
weep:VV	চোখের জল ফেলা
weather-glass:NN	বায়ুমান যন্ত্র
waste-paper:JJ	বাজে কাগজ
z:NP	ইংরেজি বর্ণমালার ষড়বিংশ বর্ণ
warrant:NN	হুকুমনামা
vow:NN	স্বেচ্চাকৃত অঙ্গীকার
vow:NN	শপথ
vow:NN	অঙ্গীকার
waggish:JJ	রঙ্গপ্রিয়
waggish:JJ	রহস্য প্রিয়
winning:JJ	জয়ী
wheel-chair:JJ	হুইলচেয়ার
wheel-chair:JJ	অসুস্থ লোকদের বহিরার নিমিত্ত চাকাওয়ালা চেয়ার বিশেষ
vulgar:JJ	অশিষ্ট
vulgar:JJ	অভদ্র
wax-candle:NN	মোমবাতি
wire:NN	তার
wire:NN	ধাতুর তার
wire:NN	টেলিগ্রাম
younger:JJR	বয়সে ছোট
younger:JJR	কচি
warship:NN	রণতরী
wastage:NN	অপচয়
wastage:NN	অপব্যয়
waggery:NN	ভাঁড়ামি
waggery:NN	ফক্কুড়ি
worn-out:JJ	ক্লান্ত
westernmost:JJ	সর্ব-পশ্চিমে অবস্থিত
visual:JJ	দৃষ্টিগোচর
visual:JJ	দর্শন সংক্রান্ত
visual:JJ	চাক্ষুষ
withstand:VV	বাধা দেওয়া
withstand:VV	প্রতিরোধ করা
women:NNS	স্ত্রীলোক
women:NNS	নারী
voluble:JJ	বাক্‌পটু
voluble:JJ	বাচাল
voluble:JJ	অনর্গল বক্তৃতা দিতে পারে এমন
wicked:JJ	দুষ্ট
wicked:JJ	পাপী
wicked:JJ	নীতিহীন
wicked:JJ	অনিষ্টকর
wizard:NN	যাদুকর
wizard:NN	মায়াবী
wizard:NN	ঐন্দ্রজালিকা
wizard:NN	বিস্ময়কর
wizard:NN	কর্মান্রুষ্ঠাতা
wood-nymph:JJ	বনপরী
vocalist:NN	গায়ক
volley-ball:NN	ভলিবল
wave:NN	ঢেউ
wave:NN	প্রবাহ
yclept:NN	অভিহিত
vitroil:NN	সালফিউরিক অ্যাসিড
vitroil:NN	গন্ধক দ্রাবক
zodiac:NN	রাশিচক্র
xanthippe:NN	কলপ্রিয়া স্ত্রী
xanthippe:NN	মুখরা রমনী
virgo:NN	কন্যারাশি
wimple:NN	সন্ন্যাসিনীর ঘোমটাবিশেষ
wicker-work:JJ	কঞ্চি দ্বারা নির্মিত দ্রব্য
wilness:NN	শঠতা
wilness:NN	কপটতা
yard-stick:NN	গজকাঠি
vocabulary:NN	শব্দকোষ
vocabulary:NN	অভিধান
weariness:NN	ক্লান্তি
weariness:NN	অবসাদ
woo:VV	প্রেমপ্রার্থনা করা
woo:VV	বিবাহের প্রস্তাব করা
woo:VV	লাভ করিতে চেষ্টা করা
xenon:NN	গ্যাসবিশেষ
wail:NN	আর্তনাদ
wail:NN	বিলাপ
whiskey:NN	হুইস্কি
whiskey:NN	উগ্র মদ্যবিশেষ
warmth:NN	উষ্ণতা
warmth:NN	মৃদুতাপ
warmth:NN	আন্তরিকতা
vivisection:NN	জীবন্ত প্রাণীর অঙ্গব্যবচ্ছেদ
viper:NN	একজাতীয় বিষধর সাপ
year-book:JJ	বর্ষপঞ্জী
voluptuous:JJ	ভোগবিলাসী
voluptuous:JJ	ইন্দ্রিয় সুখবর্ধক

